Kingdom	Phylum	Class	Order	Family	Genus	Species
OTUF_4909	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_4911	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_4912	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_4923	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	NA	NA	NA
OTUF_4927	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Halomycetaceae	g__Halomyces	s__littoreus
OTUF_4928	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Onygenaceae	NA	NA
OTUF_4929	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_4930	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Itersonilia	s__pannonica
OTUF_4938	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Glomus	s__indicum
OTUF_4940	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Septoglomus	s__constrictum
OTUF_4946	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_4947	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_4948	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	NA	NA	NA
OTUF_4950	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_4953	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_4954	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_4956	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	NA	NA	NA
OTUF_4957	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_4960	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	NA	NA
OTUF_4966	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_4970	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_4971	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_4972	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae	g__Tomentella	s__sublilacina
OTUF_4974	k__Fungi	p__Rozellomycota	c__Rozellomycotina_cls_Incertae_sedis	o__GS06	NA	NA	NA
OTUF_4975	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_4977	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Chaetomium	s__variosporum
OTUF_4984	k__Fungi	p__Chytridiomycota	c__Rhizophlyctidomycetes	o__Rhizophlyctidales	f__Rhizophlyctidaceae	g__Rhizophlyctis	s__rosea
OTUF_4985	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_4987	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__Archaeosporaceae	g__Archaeospora	s__trappei
OTUF_4988	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_4992	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_4993	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Erysiphales	f__Erysiphaceae	g__Neoerysiphe	s__galeopsidis
OTUF_4994	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Spizellomycetaceae	NA	NA
OTUF_4997	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Bolbitiaceae	g__Conocybe	NA
OTUF_4998	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Tuberaceae	NA	NA
OTUF_5000	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5001	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Tricholoma	s__scalpturatum
OTUF_5002	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5003	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Cryptosporiopsis	NA
OTUF_5004	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5005	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Scutellinia	NA
OTUF_5007	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_5009	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_5010	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5011	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5017	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5018	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5023	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__Archaeosporaceae	g__Palaeospora	s__spainiae
OTUF_5024	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
OTUF_5026	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5028	k__Fungi	p__Glomeromycota	c__Paraglomeromycetes	o__Paraglomerales	f__Paraglomeraceae	g__Paraglomus	NA
OTUF_5030	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5031	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5035	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5036	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	NA	NA
OTUF_5043	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5047	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	NA	NA
OTUF_5053	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5055	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Chionosphaeraceae	g__Kurtzmanomyces	NA
OTUF_5063	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA
OTUF_5064	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5068	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_5070	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Onygenaceae	NA	NA
OTUF_5073	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5075	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5080	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_5084	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5088	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5089	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5092	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5096	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
OTUF_5097	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5098	k__Fungi	p__Rozellomycota	c__Rozellomycotina_cls_Incertae_sedis	o__GS11	NA	NA	NA
OTUF_5099	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	g__Diversispora	NA
OTUF_5105	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5106	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Meruliaceae	g__Bjerkandera	s__adusta
OTUF_5107	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Rhizophydiaceae	g__Rhizophydium	s__globosum
OTUF_5108	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_5109	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5110	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	NA	NA	NA
OTUF_5112	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5117	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Tubeufiales	f__Tubeufiaceae	NA	NA
OTUF_5118	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	NA	NA	NA
OTUF_5119	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5120	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	NA	NA
OTUF_5126	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_5132	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Rhinocladiella	NA
OTUF_5133	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Chrysozymaceae	g__Chrysozyma	s__griseoflava
OTUF_5136	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5139	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5141	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	NA	NA	NA
OTUF_5142	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5144	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_5145	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5146	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5148	k__Fungi	p__Monoblepharomycota	c__Hyaloraphidiomycetes	o__Hyaloraphidiales	f__Hyaloraphidiales_fam_Incertae_sedis	g__Hyaloraphidium	s__curvatum
OTUF_5149	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliales_fam_Incertae_sedis	g__Vermispora	s__fusarina
OTUF_5151	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5152	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA
OTUF_5154	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_5158	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_5161	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
OTUF_5163	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_5169	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	s__chytrophilum
OTUF_5172	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariaceae	g__Hypoxylon	s__fragiforme
OTUF_5173	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiales	f__Cystobasidiaceae	g__Cystobasidium	NA
OTUF_5174	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Bolbitiaceae	g__Conocybe	NA
OTUF_5175	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5177	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5178	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Rhizophydiaceae	g__Rhizophydium	NA
OTUF_5183	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5184	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5185	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5186	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5187	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	NA	NA	NA
OTUF_5191	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Halomycetaceae	g__Paranamyces	s__uniporus
OTUF_5194	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Arrhenia	NA
OTUF_5195	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_5200	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5204	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_5206	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5207	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5211	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5213	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Gymnoascaceae	g__Gymnoascus	s__reessii
OTUF_5215	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
OTUF_5217	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
OTUF_5219	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Hyalodendriella	NA
OTUF_5223	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_5224	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	NA
OTUF_5226	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5228	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5233	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	NA	NA
OTUF_5236	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5237	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5238	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5239	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5240	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__Endogonales	f__Endogonaceae	g__Endogone	NA
OTUF_5241	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5242	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	NA	NA
OTUF_5246	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5247	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5249	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	NA
OTUF_5252	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	NA	NA	NA
OTUF_5253	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5258	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Hannaella	NA
OTUF_5260	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5262	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5263	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Tolypocladium	NA
OTUF_5264	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5265	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5267	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Paralepista	s__flaccida
OTUF_5268	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5269	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5270	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_5271	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5273	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_5275	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Tetraplosphaeriaceae	g__Tetraplosphaeria	NA
OTUF_5280	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5285	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Tremellaceae	g__Cryptococcus	NA
OTUF_5288	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Erysiphales	f__Erysiphaceae	g__Blumeria	s__graminis
OTUF_5289	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	NA	NA	NA
OTUF_5294	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Articulospora	NA
OTUF_5295	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5297	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Lacrymaria	s__lacrymabunda
OTUF_5298	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5301	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5302	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
OTUF_5305	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Rhizoctonia	NA
OTUF_5306	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_5307	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
OTUF_5308	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA
OTUF_5309	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5312	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5314	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5318	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_5320	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__Endogonales	f__Endogonaceae	g__Endogone	NA
OTUF_5321	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5324	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5325	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA
OTUF_5326	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Spizellomycetaceae	g__Spizellomyces	s__dolichospermus
OTUF_5329	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5331	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_5332	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5334	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5335	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Periconiaceae	g__Periconia	s__pseudodigitata
OTUF_5336	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5338	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae	g__Myrothecium	s__verrucaria
OTUF_5339	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5341	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__Endogonales	f__Endogonaceae	g__Endogone	NA
OTUF_5344	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5350	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_5353	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5355	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_5356	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5358	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Acaulosporaceae	g__Acaulospora	NA
OTUF_5359	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	NA	NA	NA
OTUF_5360	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
OTUF_5361	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5363	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Geastrales	f__Geastraceae	g__Geastrum	s__fimbriatum
OTUF_5366	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5367	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5368	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Beauveria	s__felina
OTUF_5372	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	NA
OTUF_5373	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	NA	NA	NA
OTUF_5376	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	NA	NA
OTUF_5382	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5383	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5388	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Erysiphales	f__Erysiphaceae	g__Golovinomyces	NA
OTUF_5392	k__Fungi	p__Chytridiomycota	c__Chytridiomycetes	o__Chytridiales	f__Chytridiales_fam_Incertae_sedis	g__Pseudorhizidium	s__endosporangiatum
OTUF_5393	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Pluteaceae	g__Volvariella	s__murinella
OTUF_5394	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Gymnopilus	s__penetrans
OTUF_5396	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5398	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5400	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_5401	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5404	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Podospora	s__communis
OTUF_5406	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_5409	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_5414	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5415	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5420	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	NA	NA	NA
OTUF_5421	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Schizoporaceae	g__Schizopora	s__paradoxa
OTUF_5424	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5425	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5426	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5427	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
OTUF_5430	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Rhizophydiaceae	g__Rhizophydium	NA
OTUF_5433	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5434	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Acaulium	NA
OTUF_5435	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5439	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Itersonilia	s__perplexans
OTUF_5440	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5441	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5442	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5443	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5444	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__parapsilosis
OTUF_5447	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Rhynchogastremataceae	g__Papiliotrema	s__aurea
OTUF_5453	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Stephanosporaceae	NA	NA
OTUF_5454	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Periconiaceae	g__Periconia	NA
OTUF_5455	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
OTUF_5457	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Auriculariaceae	g__Auricularia	NA
OTUF_5458	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Funneliformis	s__geosporum
OTUF_5459	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_5460	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Dioszegia	NA
OTUF_5461	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5462	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	g__Diversispora	NA
OTUF_5464	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5465	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_5467	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Schizoporaceae	g__Xylodon	NA
OTUF_5471	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5475	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5478	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_5479	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5482	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Merismodes	s__fasciculata
OTUF_5484	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_5486	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5488	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5489	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariaceae	g__Lopadostoma	s__fagi
OTUF_5491	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5492	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	NA	NA	NA
OTUF_5494	k__Fungi	p__Chytridiomycota	c__GS13	NA	NA	NA	NA
OTUF_5497	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Erysiphales	f__Erysiphaceae	g__Blumeria	s__graminis
OTUF_5498	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
OTUF_5500	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
OTUF_5506	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5508	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5509	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5512	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5513	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5516	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	NA	NA	NA
OTUF_5517	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5520	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_5523	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Cyberlindnera	s__misumaiensis
OTUF_5525	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA
OTUF_5526	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_5527	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5529	k__Fungi	p__Mucoromycota	NA	NA	NA	NA	NA
OTUF_5531	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
OTUF_5534	k__Fungi	NA	NA	NA	NA	NA	NA
OTUF_5535	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
OTUF_5536	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
